1,-103.2405199151872,-106.51781425295957,183.27729433777236
2,-103.68092535931937,-106.73599585147608,183.0550704921567
3,-104.03624346792648,-106.95984702206505,182.92360355413857
4,-104.03624346792648,-106.95984702206505,182.92360355413857
5,-104.12548915823145,-107.07396602994594,182.9484768717145
6,-104.12548915823145,-107.56501468729297,183.43952552906154
7,-104.21585347367355,-107.44718842328221,183.23133494960865
8,-104.21585347367355,-107.7004277886672,183.48457431499367
9,-104.57421619803874,-107.7004277886672,183.12621159062846
10,-104.57421619803874,-107.7004277886672,183.12621159062846
11,-104.93141717813755,-107.7004277886672,182.76901061052965
12,-105.28743442411675,-108.56032231978513,183.27288789566836
13,-106.0976429637982,-108.56032231978513,182.46267935598695
14,-106.0976429637982,-109.4400348281762,183.342391864378
15,-106.0976429637982,-109.81379324549566,183.71615028169748
16,-106.0976429637982,-110.69545073406329,184.5978077702651
17,-106.20072299647245,-110.55604521958347,184.35532222311102
18,-105.94539590092286,-111.06594565311872,185.12054975219587
19,-105.84308211768702,-111.29115521972622,185.4480731020392
20,-105.48416971391566,-112.38013505195958,186.89596533804394
21,-105.22213322626843,-112.23273719388948,187.01060396762105
22,-105.12400730831057,-111.8734796112512,186.74947230294063
23,-105.74203995087089,-111.51240422234639,185.7703642714755
24,-105.74203995087089,-110.41842551743132,184.67638556656044
25,-104.93141717813755,-110.05023687139668,185.11881969325913
26,-104.48176932112477,-109.68031308969036,185.19854376856557
27,-104.03624346792648,-109.78427870400942,185.74803523608296
28,-103.59483633407497,-109.54854943235507,185.9537130982801
29,-103.59483633407497,-109.05100873132125,185.4561723972463
30,-102.80426606528675,-109.54854943235507,186.7442833670683
31,-102.80426606528675,-109.17900802581072,186.37474196052398
32,-102.80426606528675,-109.06454743133229,186.26028136604555
33,-103.50980395328139,-109.06454743133229,185.5547434780509
34,-103.50980395328139,-109.06454743133229,185.5547434780509
35,-103.1575427400148,-109.30867293488919,186.15113019487438
36,-103.2405199151872,-109.30867293488919,186.06815301970198
